2017-05-09,timestamp,lat,lon,brngX,brngY,brngDeg,TURN,MED
B1034154857040N01906356EA023230243700309,2017-05-09 10:34:15,48.95067,19.10593,0.00,0.00,25.336,0,0
B1034164857056N01906384EA023220243400309,2017-05-09 10:34:16,48.95093,19.10640,0.00,0.00,25.362,0,0
B1034174857073N01906412EA023190243000309,2017-05-09 10:34:17,48.95122,19.10687,0.00,0.00,24.070,0,0
B1034184857089N01906441EA023160242600309,2017-05-09 10:34:18,48.95148,19.10735,0.00,0.00,26.203,0,0
B1034194857105N01906470EA023120242100309,2017-05-09 10:34:19,48.95175,19.10783,0.00,0.00,26.229,0,0
B1034204857122N01906500EA023070241600309,2017-05-09 10:34:20,48.95203,19.10833,0.00,0.00,25.655,0,0
B1034214857138N01906530EA023030241200309,2017-05-09 10:34:21,48.95230,19.10883,0.00,0.00,27.063,0,0
B1034224857155N01906560EA022980240800309,2017-05-09 10:34:22,48.95258,19.10933,0.00,0.00,25.708,0,0
B1034234857172N01906590EA022940240500309,2017-05-09 10:34:23,48.95287,19.10983,0.00,0.00,25.735,0,0
B1034244857188N01906620EA022900240100309,2017-05-09 10:34:24,48.95313,19.11033,0.00,0.00,27.146,0,0
B1034254857205N01906650EA022860239700309,2017-05-09 10:34:25,48.95342,19.11083,0.00,0.00,25.788,0,0
B1034264857221N01906680EA022820239400309,2017-05-09 10:34:26,48.95368,19.11133,0.00,0.00,27.202,0,0
B1034274857238N01906711EA022780239100309,2017-05-09 10:34:27,48.95397,19.11185,0.00,0.00,26.586,0,0
B1034284857255N01906742EA022760238800309,2017-05-09 10:34:28,48.95425,19.11237,0.00,0.00,26.614,0,0
B1034294857271N01906772EA022730238600309,2017-05-09 10:34:29,48.95452,19.11287,0.00,0.00,27.285,0,0
B1034304857287N01906801EA022720238700309,2017-05-09 10:34:30,48.95478,19.11335,0.00,0.00,26.528,0,0
B1034314857303N01906830EA022720239100309,2017-05-09 10:34:31,48.95505,19.11383,0.00,0.00,26.554,0,0
B1034324857318N01906856EA022740239700309,2017-05-09 10:34:32,48.95530,19.11427,0.00,0.00,25.568,0,0
B1034334857332N01906882EA022790240400309,2017-05-09 10:34:33,48.95553,19.11470,0.00,0.00,27.163,0,0
B1034344857347N01906907EA022850241000309,2017-05-09 10:34:34,48.95578,19.11512,0.00,0.00,24.749,0,0
B1034354857360N01906931EA022910241600309,2017-05-09 10:34:35,48.95600,19.11552,0.00,0.00,27.072,0,0
B1034364857373N01906954EA022960242000309,2017-05-09 10:34:36,48.95622,19.11590,0.00,0.00,26.117,0,0
B1034374857385N01906977EA022990242400309,2017-05-09 10:34:37,48.95642,19.11628,0.00,0.00,27.994,0,0
B1034384857398N01907000EA023030242500309,2017-05-09 10:34:38,48.95663,19.11667,0.00,0.00,26.157,0,0
B1034394857410N01907022EA023040242600309,2017-05-09 10:34:39,48.95683,19.11703,0.00,0.00,26.992,0,0
B1034404857422N01907045EA023050242600309,2017-05-09 10:34:40,48.95703,19.11742,0.00,0.00,28.056,0,0
B1034414857434N01907067EA023050242600309,2017-05-09 10:34:41,48.95723,19.11778,0.00,0.00,27.032,0,0
B1034424857446N01907089EA023060242700309,2017-05-09 10:34:42,48.95743,19.11815,0.00,0.00,27.052,0,0
B1034434857457N01907109EA023110243500309,2017-05-09 10:34:43,48.95762,19.11848,0.00,0.00,26.877,0,0
B1034444857468N01907126EA023190244700309,2017-05-09 10:34:44,48.95780,19.11877,0.00,0.00,23.322,0,0
B1034454857478N01907141EA023310246200309,2017-05-09 10:34:45,48.95797,19.11902,0.00,0.00,22.721,0,0
B1034464857488N01907156EA023420247300309,2017-05-09 10:34:46,48.95813,19.11927,0.00,0.00,22.736,0,0
B1034474857498N01907171EA023500247700309,2017-05-09 10:34:47,48.95830,19.11952,0.00,0.00,22.750,0,0
B1034484857509N01907187EA023530247500309,2017-05-09 10:34:48,48.95848,19.11978,0.00,0.00,22.144,0,0
B1034494857521N01907205EA023530247000309,2017-05-09 10:34:49,48.95868,19.12008,0.00,0.00,22.784,0,0
B1034504857535N01907224EA023500246600309,2017-05-09 10:34:50,48.95892,19.12040,0.00,0.00,20.827,0,0
B1034514857550N01907244EA023460246100309,2017-05-09 10:34:51,48.95917,19.12073,0.00,0.00,20.512,0,0
B1034524857565N01907265EA023420245700309,2017-05-09 10:34:52,48.95942,19.12108,0.00,0.00,21.467,0,0
B1034534857580N01907287EA023380245200309,2017-05-09 10:34:53,48.95967,19.12145,0.00,0.00,22.412,0,0
B1034544857596N01907310EA023340244700309,2017-05-09 10:34:54,48.95993,19.12183,0.00,0.00,22.031,0,0
B1034564857629N01907354EA023290244300309,2017-05-09 10:34:56,48.96048,19.12257,0.00,0.00,20.617,0,0
B1034574857646N01907377EA023220243800309,2017-05-09 10:34:57,48.96077,19.12295,0.00,0.00,20.917,0,0
B1034584857663N01907399EA023190243500309,2017-05-09 10:34:58,48.96105,19.12332,0.00,0.00,20.103,0,0
B1034594857680N01907422EA023160243200309,2017-05-09 10:34:59,48.96133,19.12370,0.00,0.00,20.962,0,0
B1035004857698N01907444EA023140242900309,2017-05-09 10:35:00,48.96163,19.12407,0.00,0.00,19.113,0,0
B1035014857715N01907467EA023100242600309,2017-05-09 10:35:01,48.96192,19.12445,0.00,0.00,21.009,0,0
B1035024857733N01907490EA023100242400309,2017-05-09 10:35:02,48.96222,19.12483,0.00,0.00,19.959,0,0
B1035034857750N01907513EA023080242200309,2017-05-09 10:35:03,48.96250,19.12522,0.00,0.00,21.056,0,0
B1035044857767N01907536EA023050242100309,2017-05-09 10:35:04,48.96278,19.12560,0.00,0.00,21.079,0,0
B1035054857785N01907559EA023030242000309,2017-05-09 10:35:05,48.96308,19.12598,0.00,0.00,20.026,0,0
B1035064857802N01907582EA023020241900309,2017-05-09 10:35:06,48.96337,19.12637,0.00,0.00,21.126,0,0
B1035074857819N01907605EA023010241700309,2017-05-09 10:35:07,48.96365,19.12675,0.00,0.00,21.149,0,0
B1035084857836N01907629EA023000241600309,2017-05-09 10:35:08,48.96393,19.12715,0.00,0.00,22.006,0,0
B1035094857854N01907652EA022980241300309,2017-05-09 10:35:09,48.96423,19.12753,0.00,0.00,20.115,0,0
B1035104857871N01907676EA022960241200309,2017-05-09 10:35:10,48.96452,19.12793,0.00,0.00,22.055,0,0
B1035114857888N01907699EA022940241000309,2017-05-09 10:35:11,48.96480,19.12832,0.00,0.00,21.242,0,0
B1035124857905N01907723EA022920241000309,2017-05-09 10:35:12,48.96508,19.12872,0.00,0.00,22.102,0,0
B1035134857922N01907747EA022910240900309,2017-05-09 10:35:13,48.96537,19.12912,0.00,0.00,22.125,0,0
B1035144857938N01907770EA022900240800309,2017-05-09 10:35:14,48.96563,19.12950,0.00,0.00,22.511,0,0
B1035154857954N01907794EA022900240800309,2017-05-09 10:35:15,48.96590,19.12990,0.00,0.00,23.410,0,0
B1035164857971N01907818EA022890240700309,2017-05-09 10:35:16,48.96618,19.13030,0.00,0.00,22.193,0,0
B1035174857987N01907841EA022890240700309,2017-05-09 10:35:17,48.96645,19.13068,0.00,0.00,22.580,0,0
B1035184858003N01907865EA022880240600309,2017-05-09 10:35:18,48.96672,19.13108,0.00,0.00,23.481,0,0
B1035194858019N01907888EA022870240600309,2017-05-09 10:35:19,48.96698,19.13147,0.00,0.00,22.625,0,0
B1035204858035N01907911EA022860240500309,2017-05-09 10:35:20,48.96725,19.13185,0.00,0.00,22.647,0,0
B1035214858050N01907934EA022860240500309,2017-05-09 10:35:21,48.96750,19.13223,0.00,0.00,24.013,0,0
B1035224858066N01907957EA022860240400309,2017-05-09 10:35:22,48.96777,19.13262,0.00,0.00,22.691,0,0
B1035234858082N01907981EA022850240300309,2017-05-09 10:35:23,48.96803,19.13302,0.00,0.00,23.595,0,0
B1035244858097N01908004EA022840240200309,2017-05-09 10:35:24,48.96828,19.13340,0.00,0.00,24.082,0,0
B1035254858113N01908027EA022820240100309,2017-05-09 10:35:25,48.96855,19.13378,0.00,0.00,22.757,0,0
B1035264858128N01908051EA022810239900309,2017-05-09 10:35:26,48.96880,19.13418,0.00,0.00,25.051,0,0
B1035274858143N01908075EA022790239700309,2017-05-09 10:35:27,48.96905,19.13458,0.00,0.00,25.073,0,0
B1035294858173N01908124EA022770239600309,2017-05-09 10:35:29,48.96955,19.13540,0.00,0.00,25.577,0,0
B1035304858188N01908148EA022750239300309,2017-05-09 10:35:30,48.96980,19.13580,0.00,0.00,25.141,0,0
B1035314858203N01908172EA022740239100309,2017-05-09 10:35:31,48.97005,19.13620,0.00,0.00,25.164,0,0
B1035324858217N01908197EA022730238900309,2017-05-09 10:35:32,48.97028,19.13662,0.00,0.00,27.692,0,0
B1035334858232N01908222EA022710238700309,2017-05-09 10:35:33,48.97053,19.13703,0.00,0.00,26.121,0,0
B1035344858247N01908246EA022690238400309,2017-05-09 10:35:34,48.97078,19.13743,0.00,0.00,25.230,0,0
B1035354858263N01908270EA022690238200309,2017-05-09 10:35:35,48.97105,19.13783,0.00,0.00,23.857,0,0
B1035364858279N01908294EA022660238000309,2017-05-09 10:35:36,48.97132,19.13823,0.00,0.00,23.880,0,0
B1035374858295N01908318EA022640237800309,2017-05-09 10:35:37,48.97158,19.13863,0.00,0.00,23.903,0,0
B1035384858312N01908341EA022620237600309,2017-05-09 10:35:38,48.97187,19.13902,0.00,0.00,21.812,0,0
B1035394858329N01908364EA022590237400309,2017-05-09 10:35:39,48.97215,19.13940,0.00,0.00,21.834,0,0
B1035404858346N01908386EA022580237200309,2017-05-09 10:35:40,48.97243,19.13977,0.00,0.00,20.991,0,0
B1035414858364N01908409EA022560237000309,2017-05-09 10:35:41,48.97273,19.14015,0.00,0.00,20.772,0,0
B1035424858382N01908431EA022530236800309,2017-05-09 10:35:42,48.97303,19.14052,0.00,0.00,19.964,0,0
B1035434858401N01908452EA022510236600309,2017-05-09 10:35:43,48.97335,19.14087,0.00,0.00,18.207,0,0
B1035444858420N01908473EA022500236500309,2017-05-09 10:35:44,48.97367,19.14122,0.00,0.00,18.229,0,0
B1035454858439N01908493EA022480236400309,2017-05-09 10:35:45,48.97398,19.14155,0.00,0.00,17.435,0,0
B1035464858458N01908512EA022470236300309,2017-05-09 10:35:46,48.97430,19.14187,0.00,0.00,16.633,0,0
B1035474858478N01908531EA022460236200309,2017-05-09 10:35:47,48.97463,19.14218,0.00,0.00,15.864,0,0
B1035484858498N01908548EA022440236100408,2017-05-09 10:35:48,48.97497,19.14247,0.00,0.00,14.285,0,0
B1035494858519N01908564EA022430235900408,2017-05-09 10:35:49,48.97532,19.14273,0.00,0.00,12.874,0,0
B1035504858541N01908579EA022410235700309,2017-05-09 10:35:50,48.97568,19.14298,0.00,0.00,11.575,0,0
B1035514858562N01908593EA022380235400309,2017-05-09 10:35:51,48.97603,19.14322,0.00,0.00,11.341,0,0
B1035524858584N01908606EA022360235300309,2017-05-09 10:35:52,48.97640,19.14343,0.00,0.00,10.094,0,0
B1035534858606N01908619EA022340235200309,2017-05-09 10:35:53,48.97677,19.14365,0.00,0.00,10.109,0,0
B1035544858628N01908630EA022320235200408,2017-05-09 10:35:54,48.97713,19.14383,0.00,0.00,8.591,0,0
B1035554858651N01908641EA022310235100309,2017-05-09 10:35:55,48.97752,19.14402,0.00,0.00,8.236,0,0
B1035564858673N01908652EA022310235100309,2017-05-09 10:35:56,48.97788,19.14420,0.00,0.00,8.617,0,0
B1035574858695N01908662EA022300235100309,2017-05-09 10:35:57,48.97825,19.14437,0.00,0.00,7.855,0,0
B1035584858717N01908672EA022300235000309,2017-05-09 10:35:58,48.97862,19.14453,0.00,0.00,7.867,0,0
B1035594858739N01908681EA022300234900309,2017-05-09 10:35:59,48.97898,19.14468,0.00,0.00,7.099,0,0
B1036014858783N01908698EA022300234900309,2017-05-09 10:36:01,48.97972,19.14497,0.00,0.00,6.727,0,0
B1036024858805N01908706EA022300235000309,2017-05-09 10:36:02,48.98008,19.14510,0.00,0.00,6.344,0,0
B1036034858826N01908713EA022300235100408,2017-05-09 10:36:03,48.98043,19.14522,0.00,0.00,5.828,0,0
B1036044858848N01908720EA022310235200408,2017-05-09 10:36:04,48.98080,19.14533,0.00,0.00,5.572,0,0
B1036054858869N01908726EA022320235300309,2017-05-09 10:36:05,48.98115,19.14543,0.00,0.00,5.014,0,0
B1036064858890N01908733EA022320235300309,2017-05-09 10:36:06,48.98150,19.14555,0.00,0.00,5.852,0,0
B1036074858911N01908739EA022320235300309,2017-05-09 10:36:07,48.98185,19.14565,0.00,0.00,5.028,0,0
B1036084858931N01908745EA022330235400309,2017-05-09 10:36:08,48.98218,19.14575,0.00,0.00,5.285,0,0
B1036094858952N01908752EA022330235400408,2017-05-09 10:36:09,48.98253,19.14587,0.00,0.00,5.876,0,0
B1036104858972N01908758EA022340235400309,2017-05-09 10:36:10,48.98287,19.14597,0.00,0.00,5.299,0,0
B1036114858992N01908764EA022340235300309,2017-05-09 10:36:11,48.98320,19.14607,0.00,0.00,5.306,0,0
B1036124859012N01908769EA022340235300408,2017-05-09 10:36:12,48.98353,19.14615,0.00,0.00,4.431,0,0
B1036134859032N01908775EA022330235200408,2017-05-09 10:36:13,48.98387,19.14625,0.00,0.00,5.320,0,0
B1036144859052N01908780EA022320235000408,2017-05-09 10:36:14,48.98420,19.14633,0.00,0.00,4.443,0,0
B1036154859072N01908786EA022310234800408,2017-05-09 10:36:15,48.98453,19.14643,0.00,0.00,5.334,0,0
B1036164859093N01908791EA022300234600408,2017-05-09 10:36:16,48.98488,19.14652,0.00,0.00,4.244,0,0
B1036174859113N01908797EA022280234400408,2017-05-09 10:36:17,48.98522,19.14662,0.00,0.00,5.348,0,0
B1036184859134N01908802EA022250234200408,2017-05-09 10:36:18,48.98557,19.14670,0.00,0.00,4.255,0,0
B1036194859155N01908807EA022230234000408,2017-05-09 10:36:19,48.98592,19.14678,0.00,0.00,4.261,0,0
B1036204859175N01908812EA022200233800408,2017-05-09 10:36:20,48.98625,19.14687,0.00,0.00,4.479,0,0
B1036214859196N01908817EA022190233700408,2017-05-09 10:36:21,48.98660,19.14695,0.00,0.00,4.272,0,0
B1036224859217N01908822EA022170233500408,2017-05-09 10:36:22,48.98695,19.14703,0.00,0.00,4.278,0,0
B1036234859238N01908826EA022150233400408,2017-05-09 10:36:23,48.98730,19.14710,0.00,0.00,3.429,0,0
B1036244859259N01908831EA022140233300408,2017-05-09 10:36:24,48.98765,19.14718,0.00,0.00,4.290,0,0
B1036254859280N01908836EA022120233100408,2017-05-09 10:36:25,48.98800,19.14727,0.00,0.00,4.296,0,0
B1036264859301N01908840EA022110233000408,2017-05-09 10:36:26,48.98835,19.14733,0.00,0.00,3.444,0,0
B1036274859322N01908845EA022090232800408,2017-05-09 10:36:27,48.98870,19.14742,0.00,0.00,4.307,0,0
B1036284859343N01908849EA022070232600408,2017-05-09 10:36:28,48.98905,19.14748,0.00,0.00,3.453,0,0
B1036294859364N01908853EA022060232400408,2017-05-09 10:36:29,48.98940,19.14755,0.00,0.00,3.458,0,0
B1036304859385N01908857EA022040232300408,2017-05-09 10:36:30,48.98975,19.14762,0.00,0.00,3.462,0,0
B1036314859406N01908861EA022020232100408,2017-05-09 10:36:31,48.99010,19.14768,0.00,0.00,3.467,0,0
B1036324859427N01908864EA022000231900408,2017-05-09 10:36:32,48.99045,19.14773,0.00,0.00,2.605,0,0
B1036334859449N01908867EA021980231700408,2017-05-09 10:36:33,48.99082,19.14778,0.00,0.00,2.491,0,0
B1036344859470N01908869EA021960231500408,2017-05-09 10:36:34,48.99117,19.14782,0.00,0.00,1.742,0,0
B1036354859491N01908872EA021930231200408,2017-05-09 10:36:35,48.99152,19.14787,0.00,0.00,2.616,0,0
B1036364859513N01908874EA021910230900408,2017-05-09 10:36:36,48.99188,19.14790,0.00,0.00,1.668,0,0
B1036374859535N01908876EA021880230600408,2017-05-09 10:36:37,48.99225,19.14793,0.00,0.00,1.670,0,0
B1036384859557N01908879EA021880230500408,2017-05-09 10:36:38,48.99262,19.14798,0.00,0.00,2.508,0,0
B1036394859579N01908882EA021860230300408,2017-05-09 10:36:39,48.99298,19.14803,0.00,0.00,2.512,0,0
B1036404859600N01908884EA021830230200408,2017-05-09 10:36:40,48.99333,19.14807,0.00,0.00,1.757,0,0
B1036414859622N01908886EA021820230100408,2017-05-09 10:36:41,48.99370,19.14810,0.00,0.00,1.680,0,0
B1036424859643N01908888EA021810230000408,2017-05-09 10:36:42,48.99405,19.14813,0.00,0.00,1.762,0,0
B1036434859664N01908889EA021810230000408,2017-05-09 10:36:43,48.99440,19.14815,0.00,0.00,0.882,0,0
B1036444859685N01908891EA021790230000408,2017-05-09 10:36:44,48.99475,19.14818,0.00,0.00,1.767,0,0
B1036454859706N01908892EA021790230000408,2017-05-09 10:36:45,48.99510,19.14820,0.00,0.00,0.885,0,0
B1036464859726N01908893EA021790230100408,2017-05-09 10:36:46,48.99543,19.14822,0.00,0.00,0.930,0,0
B1036474859746N01908894EA021790230100408,2017-05-09 10:36:47,48.99577,19.14823,0.00,0.00,0.931,0,0
B1036484859766N01908894EA021790230000408,2017-05-09 10:36:48,48.99610,19.14823,0.00,0.00,0.000,0,0
B1036494859787N01908894EA021790229900408,2017-05-09 10:36:49,48.99645,19.14823,0.00,0.00,0.000,0,0
B1036504859806N01908894EA021790230000408,2017-05-09 10:36:50,48.99677,19.14823,0.00,0.00,0.000,0,0
B1036514859825N01908894EA021800230400408,2017-05-09 10:36:51,48.99708,19.14823,0.00,0.00,0.000,0,0
B1036524859843N01908894EA021820230900408,2017-05-09 10:36:52,48.99738,19.14823,0.00,0.00,0.000,0,0
B1036534859861N01908895EA021860231500408,2017-05-09 10:36:53,48.99768,19.14825,0.00,0.00,1.042,0,0
B1036544859878N01908895EA021910232000408,2017-05-09 10:36:54,48.99797,19.14825,0.00,0.00,0.000,0,0
B1036554859894N01908896EA021950232500408,2017-05-09 10:36:55,48.99823,19.14827,0.00,0.00,1.175,0,0
B1036564859910N01908896EA022000233000408,2017-05-09 10:36:56,48.99850,19.14827,0.00,0.00,0.000,0,0
B1036574859925N01908897EA022040233400408,2017-05-09 10:36:57,48.99875,19.14828,0.00,0.00,1.256,0,0
B1036584859940N01908897EA022080233500408,2017-05-09 10:36:58,48.99900,19.14828,0.00,0.00,0.000,0,0
B1036594859956N01908898EA022100233600408,2017-05-09 10:36:59,48.99927,19.14830,0.00,0.00,1.180,0,0
B1037004859971N01908899EA022120233600408,2017-05-09 10:37:00,48.99952,19.14832,0.00,0.00,1.260,0,0
B1037014859987N01908901EA022130233500408,2017-05-09 10:37:01,48.99978,19.14835,0.00,0.00,2.363,0,0
B1037024900003N01908902EA022120233400408,2017-05-09 10:37:02,49.00005,19.14837,0.00,0.00,1.183,0,0
B1037034900020N01908903EA022100233300408,2017-05-09 10:37:03,49.00033,19.14838,0.00,0.00,1.115,0,0
B1037044900036N01908904EA022100233300408,2017-05-09 10:37:04,49.00060,19.14840,0.00,0.00,1.186,0,0
B1037054900052N01908905EA022100233400408,2017-05-09 10:37:05,49.00087,19.14842,0.00,0.00,1.187,0,0
B1037064900069N01908907EA022110233600408,2017-05-09 10:37:06,49.00115,19.14845,0.00,0.00,2.236,0,0
B1037074900084N01908908EA022130233800408,2017-05-09 10:37:07,49.00140,19.14847,0.00,0.00,1.269,0,0
B1037084900100N01908910EA022150233900408,2017-05-09 10:37:08,49.00167,19.14850,0.00,0.00,2.380,0,0
B1037094900115N01908912EA022160234000408,2017-05-09 10:37:09,49.00192,19.14853,0.00,0.00,2.541,0,0
B1037104900131N01908913EA022170234000408,2017-05-09 10:37:10,49.00218,19.14855,0.00,0.00,1.193,0,0
B1037114900147N01908915EA022160233900408,2017-05-09 10:37:11,49.00245,19.14858,0.00,0.00,2.387,0,0
B1037124900162N01908917EA022150233700408,2017-05-09 10:37:12,49.00270,19.14862,0.00,0.00,2.549,0,0
B1037134900179N01908919EA022120233200408,2017-05-09 10:37:13,49.00298,19.14865,0.00,0.00,2.252,0,0
B1037144900197N01908921EA022090232700408,2017-05-09 10:37:14,49.00328,19.14868,0.00,0.00,2.129,0,0
B1037154900216N01908922EA022050232300408,2017-05-09 10:37:15,49.00360,19.14870,0.00,0.00,1.010,0,0
B1037164900235N01908924EA022010231800408,2017-05-09 10:37:16,49.00392,19.14873,0.00,0.00,2.022,0,0
B1037174900254N01908925EA021970231500408,2017-05-09 10:37:17,49.00423,19.14875,0.00,0.00,1.012,0,0
B1037184900274N01908927EA021940231300408,2017-05-09 10:37:18,49.00457,19.14878,0.00,0.00,1.926,0,0
B1037194900294N01908928EA021920231200408,2017-05-09 10:37:19,49.00490,19.14880,0.00,0.00,0.964,0,0
B1037204900314N01908929EA021900231100408,2017-05-09 10:37:20,49.00523,19.14882,0.00,0.00,0.965,0,0
B1037214900334N01908930EA021890231000408,2017-05-09 10:37:21,49.00557,19.14883,0.00,0.00,0.967,0,0
B1037224900355N01908931EA021880230800408,2017-05-09 10:37:22,49.00592,19.14885,0.00,0.00,0.922,0,0
B1037234900375N01908933EA021860230600408,2017-05-09 10:37:23,49.00625,19.14888,0.00,0.00,1.938,0,0
B1037244900395N01908933EA021850230400408,2017-05-09 10:37:24,49.00658,19.14888,0.00,0.00,0.000,0,0
B1037254900416N01908934EA021830230300408,2017-05-09 10:37:25,49.00693,19.14890,0.00,0.00,0.925,0,0
B1037264900436N01908935EA021830230200408,2017-05-09 10:37:26,49.00727,19.14892,0.00,0.00,0.973,0,0
B1037274900455N01908937EA021820230300408,2017-05-09 10:37:27,49.00758,19.14895,0.00,0.00,2.050,0,0
B1037284900474N01908939EA021810230400408,2017-05-09 10:37:28,49.00790,19.14898,0.00,0.00,2.052,0,0
B1037294900493N01908940EA021810230400408,2017-05-09 10:37:29,49.00822,19.14900,0.00,0.00,1.028,0,0
B1037304900512N01908942EA021810230300408,2017-05-09 10:37:30,49.00853,19.14903,0.00,0.00,2.057,0,0
B1037314900531N01908945EA021810230300408,2017-05-09 10:37:31,49.00885,19.14908,0.00,0.00,3.088,0,0
B1037334900568N01908951EA021790230100408,2017-05-09 10:37:33,49.00947,19.14918,0.00,0.00,3.178,0,0
B1037344900586N01908955EA021790229900408,2017-05-09 10:37:34,49.00977,19.14925,0.00,0.00,4.356,0,0
B1037354900604N01908958EA021780229800408,2017-05-09 10:37:35,49.01007,19.14930,0.00,0.00,3.274,0,0
B1037364900622N01908962EA021760229600408,2017-05-09 10:37:36,49.01037,19.14937,0.00,0.00,4.366,0,0
B1037374900640N01908967EA021750229500408,2017-05-09 10:37:37,49.01067,19.14945,0.00,0.00,5.458,0,0
B1037384900658N01908972EA021730229300408,2017-05-09 10:37:38,49.01097,19.14953,0.00,0.00,5.464,0,0
B1037394900676N01908978EA021710229200408,2017-05-09 10:37:39,49.01127,19.14963,0.00,0.00,6.555,0,0
B1037404900694N01908984EA021710229100408,2017-05-09 10:37:40,49.01157,19.14973,0.00,0.00,6.562,0,0
B1037414900712N01908990EA021690228800408,2017-05-09 10:37:41,49.01187,19.14983,0.00,0.00,6.569,0,0
B1037424900730N01908996EA021680228700408,2017-05-09 10:37:42,49.01217,19.14993,0.00,0.00,6.577,0,0
B1037434900748N01909002EA021670228600408,2017-05-09 10:37:43,49.01247,19.15003,0.00,0.00,6.584,0,0
B1037444900766N01909008EA021650228500408,2017-05-09 10:37:44,49.01277,19.15013,0.00,0.00,6.591,0,0
B1037454900784N01909014EA021640228400408,2017-05-09 10:37:45,49.01307,19.15023,0.00,0.00,6.598,0,0
B1037464900801N01909020EA021640228400408,2017-05-09 10:37:46,49.01335,19.15033,0.00,0.00,6.990,0,0
B1037474900819N01909026EA021620228300408,2017-05-09 10:37:47,49.01365,19.15043,0.00,0.00,6.612,0,0
B1037484900837N01909032EA021620228200408,2017-05-09 10:37:48,49.01395,19.15053,0.00,0.00,6.620,0,0
B1037494900855N01909038EA021610228200408,2017-05-09 10:37:49,49.01425,19.15063,0.00,0.00,6.627,0,0
B1037504900873N01909044EA021610228100408,2017-05-09 10:37:50,49.01455,19.15073,0.00,0.00,6.634,0,0
B1037514900890N01909050EA021600228100408,2017-05-09 10:37:51,49.01483,19.15083,0.00,0.00,7.028,0,0
B1037524900908N01909057EA021600228100408,2017-05-09 10:37:52,49.01513,19.15095,0.00,0.00,7.744,0,0
B1037534900925N01909065EA021610228200408,2017-05-09 10:37:53,49.01542,19.15108,0.00,0.00,9.354,0,0
B1037544900942N01909072EA021620228400408,2017-05-09 10:37:54,49.01570,19.15120,0.00,0.00,8.210,0,0
B1037554900959N01909080EA021650228700408,2017-05-09 10:37:55,49.01598,19.15133,0.00,0.00,9.373,0,0
B1037564900975N01909088EA021670228900408,2017-05-09 10:37:56,49.01625,19.15147,0.00,0.00,9.957,0,0
B1037574900990N01909097EA021690229200408,2017-05-09 10:37:57,49.01650,19.15162,0.00,0.00,11.907,0,0
B1037584901006N01909106EA021720229400408,2017-05-09 10:37:58,49.01677,19.15177,0.00,0.00,11.193,0,0
B1037594901021N01909116EA021750229700408,2017-05-09 10:37:59,49.01702,19.15193,0.00,0.00,13.210,0,0
B1038004901035N01909126EA021780230200408,2017-05-09 10:38:00,49.01725,19.15210,0.00,0.00,14.129,0,0
B1038014901049N01909135EA021810230700408,2017-05-09 10:38:01,49.01748,19.15225,0.00,0.00,12.775,0,0
B1038024901062N01909144EA021870231200408,2017-05-09 10:38:02,49.01770,19.15240,0.00,0.00,13.733,0,0
B1038034901075N01909153EA021900231600408,2017-05-09 10:38:03,49.01792,19.15255,0.00,0.00,13.743,0,0
B1038044901088N01909163EA021940231900408,2017-05-09 10:38:04,49.01813,19.15272,0.00,0.00,15.214,0,0
B1038054901101N01909172EA021960232000408,2017-05-09 10:38:05,49.01835,19.15287,0.00,0.00,13.764,0,0
B1038064901114N01909182EA021970232000408,2017-05-09 10:38:06,49.01857,19.15303,0.00,0.00,15.237,0,0
B1038074901127N01909193EA021960231900408,2017-05-09 10:38:07,49.01878,19.15322,0.00,0.00,16.692,0,0
B1038084901141N01909203EA021950231600408,2017-05-09 10:38:08,49.01902,19.15338,0.00,0.00,14.217,0,0
B1038094901155N01909213EA021920231400408,2017-05-09 10:38:09,49.01925,19.15355,0.00,0.00,14.228,0,0
B1038104901170N01909224EA021890231000408,2017-05-09 10:38:10,49.01950,19.15373,0.00,0.00,14.604,0,0
B1038114901186N01909235EA021860230600408,2017-05-09 10:38:11,49.01977,19.15392,0.00,0.00,13.740,0,0
B1038124901202N01909247EA021830230300408,2017-05-09 10:38:12,49.02003,19.15412,0.00,0.00,14.949,0,0
B1038134901219N01909259EA021800230000408,2017-05-09 10:38:13,49.02032,19.15432,0.00,0.00,14.120,0,0
B1038144901237N01909271EA021780229800408,2017-05-09 10:38:14,49.02062,19.15452,0.00,0.00,13.379,0,0
B1038154901254N01909283EA021760229600408,2017-05-09 10:38:15,49.02090,19.15472,0.00,0.00,14.149,0,0
B1038164901273N01909295EA021740229400408,2017-05-09 10:38:16,49.02122,19.15492,0.00,0.00,12.725,0,0
B1038174901291N01909306EA021710229100408,2017-05-09 10:38:17,49.02152,19.15510,0.00,0.00,12.338,0,0
B1038184901309N01909317EA021680228800408,2017-05-09 10:38:18,49.02182,19.15528,0.00,0.00,12.351,0,0
B1038194901328N01909328EA021650228600408,2017-05-09 10:38:19,49.02213,19.15547,0.00,0.00,11.733,0,0
B1038204901347N01909338EA021630228300408,2017-05-09 10:38:20,49.02245,19.15563,0.00,0.00,10.704,0,0
B1038214901366N01909349EA021610228200408,2017-05-09 10:38:21,49.02277,19.15582,0.00,0.00,11.759,0,0
B1038224901386N01909359EA021600228100408,2017-05-09 10:38:22,49.02310,19.15598,0.00,0.00,10.203,0,0
